rule_name,rule_family,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,tdcc_available_rate_pct,top_market_regime_counts,sample_status
vol5_avg_ge_1_5 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated,tdcc+technical+volume,D+5,D+1_open,10.0,568,126,22.18,0.42,220,68,3.42,6.83,0.82,100.0,strong_bull=454; range_or_unclear=88; mild_bull=22; weak_or_correction=4,ok_initial_sample
day_vol_ge_2 + market_bull + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,6052,1341,22.16,4.42,1632,650,3.44,6.61,0.81,26.49,strong_bull=5571; mild_bull=481,ok_initial_sample
vol5_avg_ge_2 + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_10pct,price_position+technical+volume,D+5,D+1_open,10.0,3104,688,22.16,2.27,976,346,3.91,6.93,0.71,25.87,strong_bull=2430; range_or_unclear=417; mild_bull=245; weak_or_correction=12,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+technical+volume,D+5,D+1_open,10.0,1886,418,22.16,1.38,811,268,3.74,6.74,0.9,24.23,strong_bull=1886,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + return_5d_5_20,market+price_position+volume,D+5,D+1_open,10.0,1485,329,22.15,1.09,609,195,3.98,6.78,0.7,11.99,strong_bull=1485,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + near_60d_high_5pct,market+price_position+technical+volume,D+5,D+1_open,10.0,1260,279,22.14,0.92,521,176,2.95,6.45,0.88,48.25,strong_bull=1228; mild_bull=32,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,244,54,22.13,0.18,110,38,4.6,7.36,0.83,100.0,strong_bull=184; range_or_unclear=49; mild_bull=9; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + rsi_50_75,tdcc+technical+volume,D+5,D+1_open,10.0,1008,223,22.12,0.74,312,101,3.46,6.81,0.67,100.0,strong_bull=839; range_or_unclear=135; mild_bull=32; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_1_5 + macd_hist_pos,technical+volume,D+5,D+1_open,10.0,19650,4345,22.11,14.34,1832,874,3.65,6.71,0.68,23.78,strong_bull=15592; range_or_unclear=2542; mild_bull=1451; weak_or_correction=65,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23,market+tdcc+technical+volume,D+5,D+1_open,10.0,828,183,22.1,0.6,365,108,3.46,6.63,0.87,100.0,strong_bull=802; mild_bull=26,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_all_up + kd_bullish_not_overheated + bb_width_not_extreme + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,181,40,22.1,0.13,101,29,2.74,6.41,0.88,100.0,strong_bull=166; range_or_unclear=12; mild_bull=3,ok_initial_sample
day_vol_ge_2 + rsi_50_75,technical+volume,D+5,D+1_open,10.0,12174,2689,22.09,8.87,1882,921,3.68,6.71,0.77,20.21,strong_bull=9969; range_or_unclear=1156; mild_bull=1014; weak_or_correction=35,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + kd_bullish_not_overheated + bb_width_not_extreme + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,222,49,22.07,0.16,126,35,2.95,6.52,0.8,100.0,strong_bull=206; range_or_unclear=13; mild_bull=3,ok_initial_sample
day_vol_ge_2 + market_bull + near_60d_high_10pct,market+price_position+volume,D+5,D+1_open,10.0,10665,2350,22.03,7.75,1785,791,3.32,6.52,0.77,24.72,strong_bull=9867; mild_bull=798,ok_initial_sample
vol5_avg_ge_2 + market_bull + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,2675,589,22.02,1.94,936,314,3.77,6.88,0.69,26.24,strong_bull=2430; mild_bull=245,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + return_5d_10_30,market+price_position+tdcc+volume,D+5,D+1_open,10.0,100,22,22.0,0.07,61,21,3.64,6.56,1.13,100.0,strong_bull=91; mild_bull=9,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + close_above_ema23,market+technical+volume,D+5,D+1_open,10.0,18854,4143,21.97,13.67,1793,880,3.75,6.63,0.72,20.91,strong_bull=18854,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + kd_bullish_not_overheated + return_5d_5_20,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,123,27,21.95,0.09,69,24,4.48,6.49,0.78,100.0,strong_bull=123,ok_initial_sample
vol5_avg_ge_2 + rsi_50_75,technical+volume,D+5,D+1_open,10.0,8278,1816,21.94,5.99,1465,624,4.02,6.78,0.6,17.17,strong_bull=6688; range_or_unclear=899; mild_bull=671; weak_or_correction=20,ok_initial_sample
vol5_avg_ge_2 + rsi_50_75 + near_60d_high_10pct,price_position+technical+volume,D+5,D+1_open,10.0,4153,911,21.94,3.01,1157,431,3.98,6.81,0.6,20.9,strong_bull=3327; range_or_unclear=517; mild_bull=296; weak_or_correction=13,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated + return_5d_5_20,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,196,43,21.94,0.14,97,33,4.51,7.13,0.74,100.0,strong_bull=142; range_or_unclear=44; mild_bull=10,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + bb_width_not_extreme + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,365,80,21.92,0.26,161,46,2.51,6.21,0.63,100.0,strong_bull=336; range_or_unclear=26; mild_bull=3,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + close_above_ema23 + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,11942,2616,21.91,8.63,1635,707,3.53,6.56,0.75,23.33,strong_bull=11942,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + close_above_ema23 + return_5d_5_20,market+price_position+technical+volume,D+5,D+1_open,10.0,1301,285,21.91,0.94,554,172,3.78,6.74,0.72,13.53,strong_bull=1301,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + rsi_50_75 + return_5d_5_20,market+price_position+technical+volume,D+5,D+1_open,10.0,826,181,21.91,0.6,441,122,4.26,6.97,0.55,13.44,strong_bull=826,ok_initial_sample
vol5_avg_ge_3 + macd_hist_pos + kd_bullish_not_overheated + return_5d_5_20,price_position+technical+volume,D+5,D+1_open,10.0,680,149,21.91,0.49,379,104,3.85,7.07,0.6,20.0,strong_bull=510; range_or_unclear=111; mild_bull=56; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + near_60d_high_10pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,827,181,21.89,0.6,268,79,3.21,6.46,0.86,100.0,strong_bull=827,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated,market+tdcc+technical+volume,D+5,D+1_open,10.0,160,35,21.88,0.12,87,27,4.5,6.52,0.88,100.0,strong_bull=160,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + macd_hist_pos,tdcc+technical+volume,D+5,D+1_open,10.0,453,99,21.85,0.33,132,44,3.77,6.78,0.75,100.0,strong_bull=346; range_or_unclear=85; mild_bull=19; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_streak2 + macd_hist_pos + return_10d_10_40,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,151,33,21.85,0.11,62,20,4.41,6.89,0.79,100.0,strong_bull=144; mild_bull=7,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + return_20d_10_60,market+price_position+tdcc+volume,D+5,D+1_open,10.0,119,26,21.85,0.09,64,20,4.05,6.39,0.85,100.0,strong_bull=119,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_streak2 + close_above_ema23 + return_20d_10_60,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,119,26,21.85,0.09,64,20,4.05,6.39,0.85,100.0,strong_bull=119,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + close_above_ema23 + return_5d_5_20,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,229,50,21.83,0.16,93,28,4.34,7.14,0.77,100.0,strong_bull=180; range_or_unclear=44; mild_bull=5,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_up + bb_width_not_extreme + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,197,43,21.83,0.14,100,30,2.33,6.3,0.55,100.0,strong_bull=182; range_or_unclear=12; mild_bull=3,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + close_above_ema23,market+tdcc+technical+volume,D+5,D+1_open,10.0,802,175,21.82,0.58,359,104,3.46,6.52,0.86,100.0,strong_bull=802,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + macd_hist_pos + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,10680,2328,21.8,7.68,1603,654,3.42,6.53,0.77,25.24,strong_bull=10680,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + macd_hist_pos,market+tdcc+technical+volume,D+5,D+1_open,10.0,821,179,21.8,0.59,381,102,3.35,6.5,0.81,100.0,strong_bull=795; mild_bull=26,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + return_20d_10_60,market+price_position+tdcc+volume,D+5,D+1_open,10.0,101,22,21.78,0.07,47,18,5.0,7.01,0.75,100.0,strong_bull=96; mild_bull=5,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23 + return_20d_10_60,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,101,22,21.78,0.07,47,18,5.0,7.01,0.75,100.0,strong_bull=96; mild_bull=5,ok_initial_sample
vol5_avg_ge_2,volume,D+5,D+1_open,10.0,16339,3557,21.77,11.74,1721,858,3.75,6.69,0.66,16.0,strong_bull=12005; mild_bull=2198; range_or_unclear=2036; weak_or_correction=100,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + return_20d_10_60,market+price_position+tdcc+volume,D+5,D+1_open,10.0,124,27,21.77,0.09,68,21,4.11,6.43,0.86,100.0,strong_bull=119; mild_bull=5,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + close_above_ema23 + return_20d_10_60,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,124,27,21.77,0.09,68,21,4.11,6.43,0.86,100.0,strong_bull=119; mild_bull=5,ok_initial_sample
day_vol_ge_2 + market_bull + kd_bullish_not_overheated + bb_width_not_extreme,market+technical+volume,D+5,D+1_open,10.0,3144,684,21.76,2.26,1323,420,3.31,6.45,0.98,51.27,strong_bull=3067; mild_bull=77,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + rsi_50_75 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,285,62,21.75,0.2,166,47,3.31,6.59,0.99,100.0,strong_bull=277; mild_bull=8,ok_initial_sample
day_vol_ge_2 + market_strong_bull + macd_hist_pos + kd_bullish_not_overheated,market+technical+volume,D+5,D+1_open,10.0,6204,1347,21.71,4.44,1683,670,3.53,6.5,0.89,31.29,strong_bull=6204,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + near_60d_high_5pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,677,147,21.71,0.49,236,70,3.3,6.39,0.99,100.0,strong_bull=677,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up + bb_width_not_extreme,market+tdcc+technical+volume,D+5,D+1_open,10.0,129,28,21.71,0.09,67,21,3.32,6.63,0.75,100.0,strong_bull=125; mild_bull=4,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + near_60d_high_5pct,market+price_position+volume,D+5,D+1_open,10.0,8333,1807,21.68,5.96,1502,606,3.36,6.47,0.85,23.53,strong_bull=8333,ok_initial_sample
day_vol_ge_2 + market_strong_bull + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,5571,1208,21.68,3.99,1595,612,3.37,6.5,0.86,27.84,strong_bull=5571,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,143,31,21.68,0.1,77,24,4.24,7.54,0.81,100.0,strong_bull=107; range_or_unclear=27; mild_bull=8; weak_or_correction=1,ok_initial_sample
day_vol_ge_2 + market_bull + rsi_50_75,market+technical+volume,D+5,D+1_open,10.0,10983,2380,21.67,7.85,1864,891,3.59,6.58,0.73,20.51,strong_bull=9969; mild_bull=1014,ok_initial_sample
day_vol_ge_2 + bb_width_not_extreme + near_60d_high_10pct,price_position+technical+volume,D+5,D+1_open,10.0,2475,536,21.66,1.77,1012,331,2.7,6.39,0.92,53.13,strong_bull=2342; range_or_unclear=71; mild_bull=62,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + rsi_50_75 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,277,60,21.66,0.2,162,45,3.35,6.5,1.0,100.0,strong_bull=277,ok_initial_sample
vol5_avg_ge_1_5 + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_5pct,price_position+technical+volume,D+5,D+1_open,10.0,3894,843,21.65,2.78,1173,436,3.61,6.62,0.83,28.17,strong_bull=3148; range_or_unclear=450; mild_bull=286; weak_or_correction=10,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + rsi_50_75,tdcc+technical+volume,D+5,D+1_open,10.0,666,144,21.62,0.48,318,95,3.26,6.46,0.84,100.0,strong_bull=563; range_or_unclear=81; mild_bull=19; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_up + bb_width_not_extreme + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,185,40,21.62,0.13,97,28,2.18,6.07,0.52,100.0,strong_bull=182; mild_bull=3,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos + return_20d_10_60,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,111,24,21.62,0.08,64,18,4.41,6.54,0.95,100.0,strong_bull=107; mild_bull=4,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated,tdcc+technical+volume,D+5,D+1_open,10.0,463,100,21.6,0.33,241,65,3.29,6.55,0.92,100.0,strong_bull=373; range_or_unclear=68; mild_bull=18; weak_or_correction=4,ok_initial_sample
day_vol_ge_2 + market_strong_bull + near_60d_high_10pct,market+price_position+volume,D+5,D+1_open,10.0,9867,2125,21.54,7.01,1770,756,3.24,6.4,0.82,25.86,strong_bull=9867,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_streak2 + macd_hist_pos + return_10d_10_40,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,144,31,21.53,0.1,60,20,4.48,6.56,0.79,100.0,strong_bull=144,ok_initial_sample
vol5_avg_ge_2 + macd_hist_pos + kd_bullish_not_overheated,technical+volume,D+5,D+1_open,10.0,4200,904,21.52,2.98,1144,417,3.86,6.72,0.67,26.36,strong_bull=3279; range_or_unclear=566; mild_bull=338; weak_or_correction=17,ok_initial_sample
day_vol_ge_2 + market_strong_bull + kd_bullish_not_overheated + bb_width_not_extreme,market+technical+volume,D+5,D+1_open,10.0,3067,660,21.52,2.18,1304,407,3.26,6.38,0.97,51.48,strong_bull=3067,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + macd_hist_pos,market+tdcc+technical+volume,D+5,D+1_open,10.0,795,171,21.51,0.56,376,98,3.31,6.41,0.8,100.0,strong_bull=795,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + bb_width_not_extreme + near_60d_high_5pct,market+price_position+technical+volume,D+5,D+1_open,10.0,1228,264,21.5,0.87,509,166,2.82,6.34,0.85,48.37,strong_bull=1228,ok_initial_sample
vol5_avg_ge_2 + tdcc_high_up + macd_hist_pos + kd_bullish_not_overheated,tdcc+technical+volume,D+5,D+1_open,10.0,284,61,21.48,0.2,129,41,4.48,6.91,0.7,100.0,strong_bull=211; range_or_unclear=59; mild_bull=11; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,149,32,21.48,0.11,80,26,4.61,7.13,0.9,100.0,strong_bull=141; mild_bull=8,ok_initial_sample
vol5_avg_ge_2 + kd_bullish_not_overheated + near_60d_high_10pct,price_position+technical+volume,D+5,D+1_open,10.0,3685,791,21.47,2.61,1074,393,3.77,6.75,0.69,23.47,strong_bull=2983; range_or_unclear=436; mild_bull=253; weak_or_correction=13,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_5pct,market+price_position+technical+volume,D+5,D+1_open,10.0,3434,737,21.46,2.43,1132,395,3.44,6.52,0.83,28.31,strong_bull=3148; mild_bull=286,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_high_up + near_60d_high_10pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,1045,224,21.44,0.74,315,95,3.26,6.4,0.81,100.0,strong_bull=1017; mild_bull=28,ok_initial_sample
vol5_avg_ge_3 + tdcc_all_up,tdcc+volume,D+5,D+1_open,10.0,112,24,21.43,0.08,47,19,4.52,7.5,0.45,100.0,strong_bull=83; range_or_unclear=24; mild_bull=3; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_2 + market_bull + rsi_50_75,market+technical+volume,D+5,D+1_open,10.0,7359,1575,21.4,5.2,1444,588,3.87,6.65,0.54,17.01,strong_bull=6688; mild_bull=671,ok_initial_sample
vol5_avg_ge_2 + kd_bullish_not_overheated + bb_width_not_extreme,technical+volume,D+5,D+1_open,10.0,1089,233,21.4,0.77,485,138,3.65,6.47,0.78,51.06,strong_bull=1028; range_or_unclear=39; mild_bull=22,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + macd_hist_pos,market+technical+volume,D+5,D+1_open,10.0,17043,3645,21.39,12.03,1806,835,3.51,6.5,0.62,24.27,strong_bull=15592; mild_bull=1451,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + close_above_ema23,tdcc+technical+volume,D+5,D+1_open,10.0,463,99,21.38,0.33,125,45,4.24,6.83,0.8,100.0,strong_bull=364; range_or_unclear=80; mild_bull=17; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_1_5 + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_10pct,price_position+technical+volume,D+5,D+1_open,10.0,6349,1356,21.36,4.47,1446,555,3.56,6.57,0.69,27.12,strong_bull=5091; range_or_unclear=772; mild_bull=468; weak_or_correction=18,ok_initial_sample
vol5_avg_ge_2 + market_bull + rsi_50_75 + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,3623,774,21.36,2.55,1119,393,3.82,6.68,0.54,21.06,strong_bull=3327; mild_bull=296,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + macd_hist_pos + kd_bullish_not_overheated + return_5d_5_20,market+price_position+technical+volume,D+5,D+1_open,10.0,2266,484,21.36,1.6,859,285,3.82,6.57,0.73,28.55,strong_bull=2266,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + rsi_50_75 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,220,47,21.36,0.16,135,38,3.3,6.84,1.03,100.0,strong_bull=213; mild_bull=7,ok_initial_sample
vol5_avg_ge_2 + market_bull + macd_hist_pos + kd_bullish_not_overheated,market+technical+volume,D+5,D+1_open,10.0,3617,772,21.34,2.55,1098,381,3.69,6.64,0.65,26.93,strong_bull=3279; mild_bull=338,ok_initial_sample
vol5_avg_ge_1_5 + bb_width_not_extreme + near_60d_high_10pct,price_position+technical+volume,D+5,D+1_open,10.0,2621,559,21.33,1.84,828,273,2.61,6.16,0.77,49.33,strong_bull=2471; range_or_unclear=102; mild_bull=48,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + rsi_50_75,market+technical+volume,D+5,D+1_open,10.0,1266,270,21.33,0.89,578,161,4.16,6.76,0.53,14.38,strong_bull=1266,ok_initial_sample
vol5_avg_ge_3 + market_strong_bull + kd_bullish_not_overheated + return_5d_5_20,market+price_position+technical+volume,D+5,D+1_open,10.0,966,206,21.33,0.68,470,139,3.81,6.67,0.77,12.94,strong_bull=966,ok_initial_sample
vol5_avg_ge_2 + market_bull,market+volume,D+5,D+1_open,10.0,14203,3028,21.32,9.99,1703,814,3.6,6.56,0.63,16.04,strong_bull=12005; mild_bull=2198,ok_initial_sample
vol5_avg_ge_2 + market_bull + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,3236,689,21.29,2.27,1033,361,3.66,6.68,0.67,23.55,strong_bull=2983; mild_bull=253,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + near_60d_high_10pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,606,129,21.29,0.43,287,75,3.25,6.59,0.86,100.0,strong_bull=587; mild_bull=19,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_all_up + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,442,94,21.27,0.31,185,55,3.31,6.58,0.68,100.0,strong_bull=442,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,414,88,21.26,0.29,214,57,3.28,6.64,0.91,100.0,strong_bull=332; range_or_unclear=64; mild_bull=15; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_2 + market_bull + kd_bullish_not_overheated + bb_width_not_extreme,market+technical+volume,D+5,D+1_open,10.0,1050,223,21.24,0.74,478,136,3.52,6.35,0.78,49.71,strong_bull=1028; mild_bull=22,ok_initial_sample
vol5_avg_ge_1_5 + market_bull + tdcc_all_up + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,452,96,21.24,0.32,186,56,3.29,6.67,0.69,100.0,strong_bull=442; mild_bull=10,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull + macd_hist_pos + kd_bullish_not_overheated + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,2430,516,21.23,1.7,892,286,3.65,6.68,0.74,27.7,strong_bull=2430,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_high_up + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,396,84,21.21,0.28,220,59,3.3,6.47,0.96,100.0,strong_bull=396,ok_initial_sample
day_vol_ge_2 + market_strong_bull + rsi_50_75,market+technical+volume,D+5,D+1_open,10.0,9969,2112,21.19,6.97,1846,849,3.54,6.48,0.78,21.94,strong_bull=9969,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + bb_width_not_extreme + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,203,43,21.18,0.14,130,35,3.13,6.36,0.82,100.0,strong_bull=185; range_or_unclear=13; mild_bull=5,ok_initial_sample
day_vol_ge_2 + market_bull + bb_width_not_extreme + near_60d_high_10pct,market+price_position+technical+volume,D+5,D+1_open,10.0,2404,508,21.13,1.68,1003,324,2.6,6.28,0.91,52.08,strong_bull=2342; mild_bull=62,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75 + near_60d_high_5pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,213,45,21.13,0.15,131,36,3.32,6.69,1.05,100.0,strong_bull=213,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_all_up + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,322,68,21.12,0.22,184,48,3.25,6.69,0.99,100.0,strong_bull=313; mild_bull=9,ok_initial_sample
day_vol_ge_2 + market_strong_bull + tdcc_all_up + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,313,66,21.09,0.22,181,47,3.28,6.6,1.0,100.0,strong_bull=313,ok_initial_sample
day_vol_ge_2 + market_bull + tdcc_high_up + rsi_50_75 + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,408,86,21.08,0.28,223,60,3.25,6.5,0.94,100.0,strong_bull=396; mild_bull=12,ok_initial_sample
vol5_avg_ge_2 + kd_bullish_not_overheated,technical+volume,D+5,D+1_open,10.0,6852,1444,21.07,4.76,1428,575,3.81,6.62,0.67,19.26,strong_bull=5609; range_or_unclear=641; mild_bull=566; weak_or_correction=36,ok_initial_sample
day_vol_ge_2 + tdcc_high_up + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,356,75,21.07,0.25,189,55,3.38,6.4,0.94,100.0,strong_bull=294; range_or_unclear=45; mild_bull=14; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_2 + tdcc_all_up + kd_bullish_not_overheated,tdcc+technical+volume,D+5,D+1_open,10.0,261,55,21.07,0.18,109,38,4.25,6.96,0.76,100.0,strong_bull=194; range_or_unclear=52; mild_bull=12; weak_or_correction=3,ok_initial_sample
vol5_avg_ge_1_5 + tdcc_high_streak2 + return_5d_5_20,price_position+tdcc+volume,D+5,D+1_open,10.0,242,51,21.07,0.17,96,29,4.25,6.95,0.73,100.0,strong_bull=183; range_or_unclear=48; mild_bull=11,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + kd_bullish_not_overheated + near_60d_high_5pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,285,60,21.05,0.2,160,46,3.39,6.59,0.97,100.0,strong_bull=229; range_or_unclear=41; mild_bull=13; weak_or_correction=2,ok_initial_sample
vol5_avg_ge_1_5 + market_strong_bull + tdcc_high_up + near_60d_high_10pct,market+price_position+tdcc+volume,D+5,D+1_open,10.0,1017,214,21.04,0.71,310,93,3.22,6.25,0.8,100.0,strong_bull=1017,ok_initial_sample
vol5_avg_ge_2 + market_strong_bull,market+volume,D+5,D+1_open,10.0,12005,2525,21.03,8.33,1658,737,3.55,6.49,0.7,17.94,strong_bull=12005,ok_initial_sample
day_vol_ge_2 + tdcc_all_up + kd_bullish_not_overheated + bb_width_not_extreme + near_60d_high_10pct,price_position+tdcc+technical+volume,D+5,D+1_open,10.0,195,41,21.03,0.14,127,30,2.9,6.29,1.11,100.0,strong_bull=177; range_or_unclear=13; mild_bull=5,ok_initial_sample
vol5_avg_ge_2 + market_bull + tdcc_high_streak2 + macd_hist_pos + near_60d_high_10pct,market+price_position+tdcc+technical+volume,D+5,D+1_open,10.0,119,25,21.01,0.08,55,18,4.49,6.58,0.9,100.0,strong_bull=113; mild_bull=6,ok_initial_sample
